term_id,term_str,n,num,stop,p_stem,pos_max
6573,melt,1,0,0,melt,VB
6574,melted,1,0,0,melt,JJ
6575,member,3,0,0,member,NN
6576,members,4,0,0,member,NNS
6577,memento,3,0,0,memento,NN
6578,memoirs,1,0,0,memoir,NNS
6579,memorials,2,0,0,memori,NNS
6580,memories,6,0,0,memori,NNS
6581,memory,21,0,0,memori,NN
6582,men,104,0,0,men,NNS
6583,mend,6,0,0,mend,VB
6584,mended,2,0,0,mend,JJ
6585,mending,2,0,0,mend,JJ
6586,meno,1,0,0,meno,JJ
6587,mens,4,0,0,men,NN
6588,mental,3,0,0,mental,JJ
6589,mention,51,0,0,mention,VB
6590,mentioned,49,0,0,mention,VBN
6591,mentioning,8,0,0,mention,VBG
6592,mentionshe,1,0,0,mentionsh,VB
6593,menus,2,0,0,menu,FW
6594,mercenary,8,0,0,mercenari,JJ
6595,merchant,1,0,0,merchant,NNP
6596,merciful,3,0,0,merci,JJ
6597,mercy,3,0,0,merci,NN
6598,mere,21,0,0,mere,JJ
6599,merely,55,0,0,mere,RB
6600,merest,1,0,0,merest,JJS
6601,merit,23,0,0,merit,NN
6602,merited,2,0,0,merit,VBN
6603,merits,14,0,0,merit,NNS
6604,merriment,5,0,0,merriment,NN
6605,merry,5,0,0,merri,NN
6606,meryton,57,0,0,meryton,NNP
6607,mess,2,0,0,mess,NN
6608,message,19,0,0,messag,NN
6609,messages,5,0,0,messag,NN
6610,messenger,3,0,0,messeng,NN
6611,messroom,1,0,0,messroom,NN
6612,met,103,0,0,met,VBD
6613,metal,1,0,0,metal,NN
6614,metals,1,0,0,metal,JJ
6615,metamorphosis,1,0,0,metamorphosi,NN
6616,metcalfes,1,0,0,metcalf,NNP
6617,methese,1,0,0,methes,JJ
6618,methey,1,0,0,methey,NNS
6619,method,13,0,0,method,NN
6620,methodical,2,0,0,method,NN
6621,methodically,1,0,0,method,RB
6622,methodists,1,0,0,methodist,NNP
6623,methough,1,0,0,methough,IN
6624,metropolis,1,0,0,metropoli,NN
6625,michaelmas,4,0,0,michaelma,NNP
6626,middle,19,0,0,middl,NN
6627,middling,2,0,0,middl,VBG
6628,midland,1,0,0,midland,NNP
6629,midnight,3,0,0,midnight,NN
6630,midshipman,4,0,0,midshipman,NN
6631,midst,14,0,0,midst,NN
6632,mien,1,0,0,mien,NN
6633,might,662,0,0,might,MD
6634,mighty,2,0,0,mighti,FW
6635,mild,11,0,0,mild,JJ
6636,mildly,2,0,0,mildli,JJ
6637,mildness,3,0,0,mild,NN
6638,mile,21,0,0,mile,NN
6639,miles,53,0,0,mile,NNS
6640,milestone,1,0,0,mileston,NN
6641,milestones,1,0,0,mileston,NN
6642,military,4,0,0,militari,NNP
6643,militia,6,0,0,militia,NN
6644,milk,1,0,0,milk,NN
6645,mill,1,0,0,mill,NN
6646,millars,1,0,0,millar,NNP
6647,miller,2,0,0,miller,NN
6648,milliner,1,0,0,millin,NN
6649,milliners,1,0,0,millin,NN
6650,millinery,1,0,0,millineri,NN
6651,millions,2,0,0,million,NN
6652,milsom,11,0,0,milsom,NNP
6653,milton,1,0,0,milton,NNP
6654,mince,1,0,0,minc,NN
6655,mind,271,0,0,mind,NN
6656,minded,1,0,0,mind,VBN
6657,mindful,1,0,0,mind,JJ
6658,minding,1,0,0,mind,NNS
6659,minds,13,0,0,mind,NNS
6660,mindswe,1,0,0,mindsw,NN
6661,mine,42,0,0,mine,NN
6662,mingled,4,0,0,mingl,JJ
6663,mingling,1,0,0,mingl,VBG
6664,miniatures,3,0,0,miniatur,NN
6665,minor,1,0,0,minor,NNP
6666,minute,34,0,0,minut,NN
6667,minutely,4,0,0,minut,RB
6668,minuteness,3,0,0,minut,NN
6669,minutes,148,0,0,minut,NNS
6670,minutest,2,0,0,minutest,JJS
6671,minutiae,1,0,0,minutia,NN
6672,miracle,2,0,0,miracl,NN
6673,miraculous,2,0,0,miracul,JJ
6674,mirror,3,0,0,mirror,NNP
6675,mirth,3,0,0,mirth,NN
6676,misapprehension,2,0,0,misapprehens,NN
6677,mischance,3,0,0,mischanc,NN
6678,mischief,12,0,0,mischief,NN
6679,mischiefs,1,0,0,mischief,NN
6680,mischievous,1,0,0,mischiev,JJ
6681,mischievously,1,0,0,mischiev,RB
6682,mischievousness,1,0,0,mischiev,NN
6683,misconception,1,0,0,misconcept,NN
6684,misconduct,6,0,0,misconduct,NN
6685,miserable,32,0,0,miser,JJ
6686,miserably,3,0,0,miser,RB
6687,miseries,2,0,0,miseri,NNS
6688,miserly,2,0,0,miserli,JJ
6689,misery,38,0,0,miseri,NN
6690,misfortune,15,0,0,misfortun,NN
6691,misfortunes,5,0,0,misfortun,NNS
6692,misgive,1,0,0,misgiv,NN
6693,misinformed,1,0,0,misinform,JJ
6694,misinterpreting,1,0,0,misinterpret,VBG
6695,mislaid,2,0,0,mislaid,JJ
6696,mislead,2,0,0,mislead,VB
6697,misleading,1,0,0,mislead,JJ
6698,misleads,2,0,0,mislead,NNS
6699,misled,8,0,0,misl,VBN
6700,mismanagement,3,0,0,mismanag,NN
6701,misplaced,2,0,0,misplac,JJ
6702,misrepresentation,2,0,0,misrepresent,NN
6703,misrepresented,2,0,0,misrepres,JJ
6704,miss,921,0,0,miss,NNP
6705,missed,22,0,0,miss,VBN
6706,missent,2,0,0,missent,JJ
6707,missing,5,0,0,miss,VBG
6708,missionary,1,0,0,missionari,JJ
6709,missish,1,0,0,missish,JJ
6710,mist,2,0,0,mist,NN
6711,mistake,23,0,0,mistak,NN
6712,mistaken,54,0,0,mistaken,VBN
6713,mistakenor,1,0,0,mistakenor,JJ
6714,mistakes,3,0,0,mistak,NNS
6715,mistakesbut,1,0,0,mistakesbut,NN
6716,mistook,1,0,0,mistook,VBP
6717,mistress,25,0,0,mistress,NN
6718,mistresses,1,0,0,mistress,NNS
6719,mistresss,1,0,0,mistresss,NN
6720,misunderstand,4,0,0,misunderstand,VB
6721,misunderstanding,1,0,0,misunderstand,NN
6722,misunderstood,7,0,0,misunderstood,VBN
6723,mitchell,1,0,0,mitchel,NNP
6724,mitchells,2,0,0,mitchel,NNP
6725,mite,2,0,0,mite,JJ
6726,mix,3,0,0,mix,VB
6727,mixed,3,0,0,mix,JJ
6728,mixing,2,0,0,mix,VBG
6729,mixture,12,0,0,mixtur,NN
6730,mizzling,1,0,0,mizzl,NN
6731,moans,1,0,0,moan,NN
6732,mob,3,0,0,mob,NN
6733,mobs,1,0,0,mob,NN
6734,mock,2,0,0,mock,NN
6735,mockery,1,0,0,mockeri,NN
6736,mode,10,0,0,mode,NN
6737,model,6,0,0,model,NN
6738,moderate,6,0,0,moder,JJ
6739,moderated,1,0,0,moder,JJ
6740,moderatesized,1,0,0,moderates,JJ
6741,moderation,8,0,0,moder,NN
6742,modern,15,0,0,modern,JJ
6743,modernbuilt,1,0,0,modernbuilt,JJ
6744,modernised,1,0,0,modernis,NN
6745,modes,1,0,0,mode,NNS
6746,modest,18,0,0,modest,JJ
6747,modestest,1,0,0,modestest,JJS
6748,modestly,3,0,0,modestli,RB
6749,modesty,16,0,0,modesti,NN
6750,modulation,1,0,0,modul,NN
6751,moment,257,0,0,moment,NN
6752,momentary,9,0,0,momentari,JJ
6753,momenti,1,0,0,momenti,JJ
6754,momentous,2,0,0,moment,JJ
6755,moments,67,0,0,moment,NN
6756,monarch,1,0,0,monarch,NN
6757,monasteries,1,0,0,monasteri,NN
6758,monastic,1,0,0,monast,JJ
6759,monday,26,0,0,monday,NNP
6760,money,58,0,0,money,NN
6761,monk,1,0,0,monk,NNP
6762,monosyllable,1,0,0,monosyl,NN
6763,monotonous,1,0,0,monoton,JJ
6764,monotony,1,0,0,monotoni,NN
6765,monstrous,1,0,0,monstrou,JJ
6766,month,23,0,0,month,NN
6767,monthly,1,0,0,monthli,JJ
6768,months,57,0,0,month,NNS
6769,montoni,1,0,0,montoni,NNP
6770,monument,4,0,0,monument,NN
6771,mood,2,0,0,mood,NN
6772,moon,1,0,0,moon,NN
6773,moonlight,3,0,0,moonlight,JJ
6774,moor,4,0,0,moor,NNP
6775,moorings,1,0,0,moor,NNS
6776,moral,9,0,0,moral,JJ
6777,morality,2,0,0,moral,NN
6778,moralize,1,0,0,moral,VB
6779,moralizing,2,0,0,moral,JJ
6780,morally,1,0,0,moral,RB
6781,morals,3,0,0,moral,NN
6782,more,1043,0,1,more,JJR
6783,morebut,1,0,0,morebut,NN
6784,moreit,1,0,0,moreit,NN
6785,moreover,26,0,0,moreov,NN
6786,morland,125,0,0,morland,NNP
6787,morlands,29,0,0,morland,NNP
6788,morning,203,0,0,morn,NN
6789,morningmr,1,0,0,morningmr,NN
6790,mornings,12,0,0,morn,NNS
6791,morris,1,0,0,morri,NNP
6792,morrow,24,0,0,morrow,NN
6793,mortal,3,0,0,mortal,NN
6794,mortals,2,0,0,mortal,NN
6795,mortification,16,0,0,mortif,NN
6796,mortifications,2,0,0,mortif,NNS
6797,mortified,16,0,0,mortifi,VBN
6798,mortifies,1,0,0,mortifi,VBZ
6799,mortify,1,0,0,mortifi,VB
6800,mortifying,15,0,0,mortifi,VBG
6801,most,529,0,1,most,RBS
6802,mostly,5,0,0,mostli,RB
6803,mot,1,0,0,mot,NN
6804,motes,1,0,0,mote,NNS
6805,mother,233,0,0,mother,NN
6806,motherbank,1,0,0,motherbank,NNP
6807,motherhow,1,0,0,motherhow,NN
6808,motherinlaw,2,0,0,motherinlaw,NN
6809,motherly,1,0,0,motherli,RB
6810,mothers,54,0,0,mother,NN
6811,motherwhen,1,0,0,motherwhen,NN
6812,motheryours,1,0,0,motheryour,JJ
6813,motion,11,0,0,motion,NN
6814,motionless,5,0,0,motionless,NN
6815,motive,26,0,0,motiv,NN
6816,motivei,1,0,0,motivei,JJ
6817,motives,15,0,0,motiv,NNS
6818,motivewhat,1,0,0,motivewhat,NN
6819,moulding,1,0,0,mould,VBP
6820,mount,4,0,0,mount,NNP
6821,mountains,3,0,0,mountain,NN
6822,mounted,3,0,0,mount,VBD
6823,mounting,2,0,0,mount,VBG
6824,mourn,1,0,0,mourn,VBP
6825,mourned,1,0,0,mourn,VBN
6826,mournfully,1,0,0,mourn,RB
6827,mouth,4,0,0,mouth,NN
6828,mouthfuls,2,0,0,mouth,NNS
6829,mouths,3,0,0,mouth,NN
6830,move,21,0,0,move,VB
6831,moved,27,0,0,move,VBD
6832,movement,2,0,0,movement,NN
6833,movements,4,0,0,movement,NNS
6834,moves,2,0,0,move,VBZ
6835,moving,23,0,0,move,VBG
6836,mr,1416,0,0,mr,NNP
6837,mrs,925,0,0,mr,NNP
6838,much,956,0,0,much,JJ
6839,mud,1,0,0,mud,NN
6840,muff,1,0,0,muff,NN
6841,muffin,1,0,0,muffin,NN
6842,mules,1,0,0,mule,NNS
6843,mull,1,0,0,mull,NN
6844,multiplicity,1,0,0,multipl,NN
6845,multiplied,1,0,0,multipli,JJ
6846,multitude,2,0,0,multitud,NN
6847,murder,3,0,0,murder,NN
6848,murdered,1,0,0,murder,VBN
6849,murderer,1,0,0,murder,NN
6850,murdering,2,0,0,murder,VBG
6851,murmur,2,0,0,murmur,NN
6852,murmuring,1,0,0,murmur,VBG
6853,murmurs,3,0,0,murmur,NN
6854,murray,1,0,0,murray,NNP
6855,music,17,0,0,music,NN
6856,musical,2,0,0,music,JJ
6857,musiccried,1,0,0,musiccri,JJ
6858,musicmaster,1,0,0,musicmast,NN
6859,musing,5,0,0,muse,VBG
6860,musings,3,0,0,muse,NNS
6861,muslin,13,0,0,muslin,NN
6862,muslins,3,0,0,muslin,NNS
6863,must,1003,0,0,must,MD
6864,mustard,1,0,0,mustard,NN
6865,mutton,4,0,0,mutton,NN
6866,mutual,17,0,0,mutual,JJ
6867,mutually,1,0,0,mutual,RB
6868,my,1643,0,1,my,PRP$
6869,myrtle,1,0,0,myrtl,NN
6870,myself,191,0,1,myself,PRP
6871,myselffor,2,0,0,myselffor,JJ
6872,mysteries,3,0,0,mysteri,NNP
6873,mysterious,6,0,0,mysteri,JJ
6874,mysteriously,1,0,0,mysteri,RB
6875,mysteriousness,1,0,0,mysteri,NN
6876,mystery,4,0,0,mysteri,NN
6877,mythology,1,0,0,mytholog,NN
6878,nail,2,0,0,nail,NN
6879,name,88,0,0,name,NN
6880,named,5,0,0,name,VBN
6881,nameelizabeth,1,0,0,nameelizabeth,NNS
6882,nameless,1,0,0,nameless,JJ
6883,names,11,0,0,name,NNS
6884,naming,3,0,0,name,VBG
6885,nanny,3,0,0,nanni,NNP
6886,nannys,1,0,0,nanni,NNP
6887,napkins,1,0,0,napkin,NN
6888,narrative,3,0,0,narr,NN
6889,narratives,1,0,0,narr,NN
6890,narrator,1,0,0,narrat,NNS
6891,narrow,9,0,0,narrow,JJ
6892,narrower,2,0,0,narrow,JJR
6893,narrowest,1,0,0,narrowest,JJS
6894,narrowly,4,0,0,narrowli,RB
6895,narrowminded,2,0,0,narrowmind,JJ
6896,narrowness,1,0,0,narrow,NN
6897,nasty,2,0,0,nasti,JJ
6898,nation,5,0,0,nation,NN
6899,native,1,0,0,nativ,JJ
6900,natural,76,0,0,natur,JJ
6901,naturally,33,0,0,natur,RB
6902,nature,97,0,0,natur,NN
6903,natured,2,0,0,natur,NN
6904,naval,2,0,0,naval,JJ
6905,navy,5,0,0,navi,NN
6906,navylist,1,0,0,navylist,JJ
6907,nay,34,0,0,nay,NN
6908,near,98,0,0,near,IN
6909,nearer,17,0,0,nearer,NN
6910,nearest,11,0,0,nearest,JJS
6911,nearly,40,0,0,nearli,RB
6912,nearness,2,0,0,near,NN
6913,neat,7,0,0,neat,JJ
6914,neatest,2,0,0,neatest,NN
6915,neatly,2,0,0,neatli,RB
6916,neatness,5,0,0,neat,NN
6917,necessaries,3,0,0,necessari,NNS
6918,necessarily,11,0,0,necessarili,RB
6919,necessary,80,0,0,necessari,JJ
6920,necessitous,2,0,0,necessit,JJ
6921,necessity,38,0,0,necess,NN
6922,neck,3,0,0,neck,NN
6923,necklace,25,0,0,necklac,NN
6924,necklaces,2,0,0,necklac,NN
6925,necks,1,0,0,neck,NNS
6926,necromancer,1,0,0,necromanc,NNP
6927,nectarines,1,0,0,nectarin,NN
6928,need,66,0,0,need,VBP
6929,needed,11,0,0,need,VBD
6930,needful,5,0,0,need,JJ
6931,needle,2,0,0,needl,NN
6932,needlefuls,1,0,0,needl,NNS
6933,needless,4,0,0,needless,JJ
6934,needlessly,2,0,0,needlessli,RB
6935,needlework,5,0,0,needlework,NN
6936,needs,1,0,0,need,VBZ
6937,negative,6,0,0,neg,NN
6938,negatived,1,0,0,negativ,IN
6939,neglect,23,0,0,neglect,NN
6940,neglected,11,0,0,neglect,JJ
6941,neglecting,3,0,0,neglect,VBG
6942,negligence,4,0,0,neglig,NN
6943,negligent,5,0,0,neglig,JJ
6944,negotiation,1,0,0,negoti,NN
6945,negus,1,0,0,negu,JJ
6946,neighbour,14,0,0,neighbour,NN
6947,neighbourhood,54,0,0,neighbourhood,NN
6948,neighbourhoods,1,0,0,neighbourhood,NNS
6949,neighbouring,4,0,0,neighbour,NN
6950,neighbourly,1,0,0,neighbourli,JJ
6951,neighbours,19,0,0,neighbour,NN
6952,neither,97,0,0,neither,CC
6953,nephew,27,0,0,nephew,NN
6954,nephews,6,0,0,nephew,JJ
6955,nerves,13,0,0,nerv,NNS
6956,nervous,7,0,0,nervou,JJ
6957,nervousness,1,0,0,nervous,RB
6958,nest,1,0,0,nest,NN
6959,net,1,0,0,net,JJ
6960,netherfield,72,0,0,netherfield,NNP
6961,netherfieldi,1,0,0,netherfieldi,NNP
6962,netting,2,0,0,net,VBG
6963,nettingbox,1,0,0,nettingbox,JJ
6964,nettingboxes,1,0,0,nettingbox,JJ
6965,nettingcotton,1,0,0,nettingcotton,NN
6966,nettled,1,0,0,nettl,JJ
6967,never,661,0,0,never,RB
6968,neverceasing,1,0,0,neverceas,JJ
6969,neverfailing,4,0,0,neverfail,JJ
6970,new,112,0,0,new,JJ
6971,newbuilt,1,0,0,newbuilt,JJ
6972,newbury,1,0,0,newburi,NNP
6973,newcastle,4,0,0,newcastl,VB
6974,newcomers,1,0,0,newcom,NN
6975,newest,2,0,0,newest,JJS
6976,newfoundland,1,0,0,newfoundland,NNP
6977,newly,2,0,0,newli,RB
6978,newlyborn,1,0,0,newlyborn,JJ
6979,newmarket,1,0,0,newmarket,NNP
6980,newness,1,0,0,new,NN
6981,news,53,0,0,news,NN
6982,newspaper,15,0,0,newspap,NN
6983,newspapers,2,0,0,newspap,NNS
6984,next,172,0,0,next,JJ
6985,nice,25,0,0,nice,JJ
6986,nicelooking,1,0,0,nicelook,JJ
6987,nicely,3,0,0,nice,RB
6988,niceness,1,0,0,nice,NN
6989,nicer,1,0,0,nicer,NN
6990,nicest,4,0,0,nicest,JJS
6991,nicety,1,0,0,niceti,NN
6992,nicholls,2,0,0,nichol,NNP
6993,niece,61,0,0,niec,NN
6994,nieces,25,0,0,niec,NNS
6995,niggardly,1,0,0,niggardli,RB
6996,night,91,0,0,night,NN
6997,nightly,1,0,0,nightli,RB
6998,nights,9,0,0,night,NN
6999,nimbly,1,0,0,nimbl,RB
7000,nine,21,0,0,nine,CD
7001,ninehundredth,1,0,0,ninehundredth,JJ
7002,nineteen,2,0,0,nineteen,JJ
7003,ninth,1,0,0,ninth,JJ
7004,no,1511,0,1,no,DT
7005,noble,23,0,0,nobl,JJ
7006,noblemen,1,0,0,noblemen,NNS
7007,nobleness,2,0,0,nobl,JJ
7008,nobler,1,0,0,nobler,JJ
7009,noblest,2,0,0,noblest,JJS
7010,nobly,2,0,0,nobli,RB
7011,nobody,82,0,0,nobodi,NN
7012,nobodys,2,0,0,nobodi,JJ
7013,nod,2,0,0,nod,NN
7014,nodding,1,0,0,nod,VBG
7015,nods,2,0,0,nod,NNS
7016,noi,4,0,0,noi,JJ
7017,noise,24,0,0,nois,NN
7018,noises,5,0,0,nois,NNS
7019,noisy,10,0,0,noisi,JJ
7020,noit,1,0,0,noit,NN
7021,nominal,2,0,0,nomin,JJ
7022,nominally,4,0,0,nomin,RB
7023,nonappearance,1,0,0,nonappear,NN
7024,nonattendance,1,0,0,nonattend,NN
7025,nonconviction,1,0,0,nonconvict,JJ
7026,none,47,0,0,none,NN
7027,nonsense,31,0,0,nonsens,NN
7028,nonsensical,3,0,0,nonsens,JJ
7029,noon,4,0,0,noon,NN
7030,nor,191,0,1,nor,CC
7031,norecollecting,1,0,0,norecollect,JJ
7032,norfolk,17,0,0,norfolk,NNP
7033,norris,185,0,0,norri,NNP
7034,norriss,24,0,0,norriss,NNP
7035,north,10,0,0,north,NN
7036,northampton,13,0,0,northampton,NNP
7037,northamptonshire,16,0,0,northamptonshir,NNP
7038,northanger,37,0,0,northang,NNP
7039,northeast,1,0,0,northeast,JJ
7040,northern,4,0,0,northern,JJ
7041,northward,2,0,0,northward,RB
7042,norval,1,0,0,norval,NNP
7043,nosaid,1,0,0,nosaid,JJ
7044,nose,1,0,0,nose,JJ
7045,noses,1,0,0,nose,NNS
7046,not,4228,0,1,not,RB
7047,notbut,1,0,0,notbut,JJ
7048,notched,1,0,0,notch,VBN
7049,note,35,0,0,note,NN
7050,noted,1,0,0,note,VBN
7051,notes,2,0,0,note,NNS
7052,notewriting,1,0,0,notewrit,JJ
7053,nothing,590,0,0,noth,NN
7054,nothingmeaning,1,0,0,nothingmean,JJ
7055,nothingness,1,0,0,nothing,NN
7056,nothings,2,0,0,noth,NNS
7057,noti,2,0,0,noti,NN
7058,notice,80,0,0,notic,NN
7059,noticed,14,0,0,notic,VBN
7060,noticing,6,0,0,notic,VBG
7061,notification,1,0,0,notif,NN
7062,notion,22,0,0,notion,NN
7063,notions,18,0,0,notion,NNS
7064,nourish,1,0,0,nourish,VB
7065,nourishes,1,0,0,nourish,NNS
7066,novel,8,0,0,novel,NN
7067,novelist,1,0,0,novelist,NN
7068,novelreader,1,0,0,novelread,JJ
7069,novels,10,0,0,novel,NNS
7070,novelskitty,1,0,0,novelskitti,JJ
7071,novelties,1,0,0,novelti,NN
7072,novelty,18,0,0,novelti,NN
7073,novelwriters,1,0,0,novelwrit,JJ
7074,november,17,0,0,novemb,NNP
7075,now,717,0,1,now,RB
7076,nowadays,5,0,0,nowaday,NNS
7077,nowhere,3,0,0,nowher,RB
7078,nowhy,1,0,0,nowhi,NN
7079,nuisance,1,0,0,nuisanc,NN
7080,nuisances,1,0,0,nuisanc,NN
7081,number,26,0,0,number,NN
7082,numbers,2,0,0,number,NNS
7083,numerous,8,0,0,numer,JJ
7084,nun,1,0,0,nun,NN
7085,nuptials,3,0,0,nuptial,JJ
7086,nurse,4,0,0,nurs,VB
7087,nursed,1,0,0,nurs,VBN
7088,nurseries,1,0,0,nurseri,NN
7089,nursery,1,0,0,nurseri,NN
7090,nurseryman,3,0,0,nurseryman,NN
7091,nursing,3,0,0,nurs,VBG
7092,nurture,1,0,0,nurtur,VB
7093,oak,6,0,0,oak,NN
7094,oakham,1,0,0,oakham,NNP
7095,oaks,3,0,0,oak,VB
7096,oath,2,0,0,oath,NN
7097,oaths,1,0,0,oath,VB
7098,obedient,1,0,0,obedi,JJ
7099,obeisance,1,0,0,obeis,NN
7100,obey,4,0,0,obey,VB
7101,obeyed,4,0,0,obey,VBP
7102,obeyedand,1,0,0,obeyedand,JJ
7103,object,125,0,0,object,NN
7104,objected,3,0,0,object,VBN
7105,objecting,4,0,0,object,VBG
7106,objection,38,0,0,object,NN
7107,objectionable,8,0,0,objection,JJ
7108,objectioncome,1,0,0,objectioncom,JJ
7109,objections,22,0,0,object,NNS
7110,objectionthe,1,0,0,objectionth,JJ
7111,objects,19,0,0,object,NNS
7112,obligation,18,0,0,oblig,NN
7113,obligations,5,0,0,oblig,NNS
7114,oblige,20,0,0,oblig,VB
7115,obliged,128,0,0,oblig,VBN
7116,obliging,19,0,0,oblig,VBG
7117,obligingly,1,0,0,obligingli,RB
7118,obligingness,2,0,0,obliging,NN
7119,oblong,1,0,0,oblong,IN
7120,obscurity,1,0,0,obscur,NN
7121,obsequious,1,0,0,obsequi,JJ
7122,obsequiousness,1,0,0,obsequi,JJ
7123,observance,3,0,0,observ,NN
7124,observances,2,0,0,observ,NNS
7125,observation,43,0,0,observ,NN
7126,observations,9,0,0,observ,NNS
7127,observe,29,0,0,observ,VB
7128,observed,64,0,0,observ,VBD
7129,observer,5,0,0,observ,NN
7130,observers,1,0,0,observ,JJ
7131,observing,35,0,0,observ,VBG
7132,obsolete,1,0,0,obsolet,JJ
7133,obstacle,2,0,0,obstacl,JJ
7134,obstacles,2,0,0,obstacl,NNS
7135,obstinacy,3,0,0,obstinaci,NN
7136,obstinate,10,0,0,obstin,JJ
7137,obtain,6,0,0,obtain,VB
7138,obtained,14,0,0,obtain,VBN
7139,obtaining,4,0,0,obtain,VBG
7140,obtruded,2,0,0,obtrud,NN
7141,obtrusive,1,0,0,obtrus,JJ
7142,obtrusiveness,1,0,0,obtrus,JJ
7143,obviate,3,0,0,obviat,VB
7144,obvious,1,0,0,obviou,JJ
7145,occasion,97,0,0,occas,NN
7146,occasional,14,0,0,occasion,JJ
7147,occasionally,22,0,0,occasion,RB
7148,occasioned,10,0,0,occas,VBN
7149,occasioning,1,0,0,occas,CD
7150,occasionit,1,0,0,occasionit,JJ
7151,occasions,12,0,0,occas,NN
7152,occupation,6,0,0,occup,NN
7153,occupations,2,0,0,occup,NN
7154,occupied,20,0,0,occupi,VBD
7155,occupier,2,0,0,occupi,NN
7156,occupies,1,0,0,occupi,VBZ
7157,occupy,10,0,0,occupi,VB
7158,occur,15,0,0,occur,VB
7159,occurred,49,0,0,occur,VBD
7160,occurrence,3,0,0,occurr,NN
7161,occurrences,4,0,0,occurr,NNS
7162,occurring,5,0,0,occur,VBG
7163,occurs,1,0,0,occur,NN
7164,ocean,1,0,0,ocean,NN
7165,oclock,24,0,0,oclock,NN
7166,octagon,1,0,0,octagon,NNP
7167,october,5,0,0,octob,NNP
7168,odd,29,0,0,odd,JJ
7169,oddand,1,0,0,oddand,JJ
7170,oddities,1,0,0,odditi,NNS
7171,oddity,1,0,0,odditi,NN
7172,oddly,1,0,0,oddli,JJ
7173,odds,1,0,0,odd,NNS
7174,oddyet,1,0,0,oddyet,JJ
7175,odious,11,0,0,odiou,JJ
7176,of,10755,0,1,of,IN
7177,off,207,0,1,off,RP
7178,offence,17,0,0,offenc,NN
7179,offences,3,0,0,offenc,NNS
7180,offend,6,0,0,offend,VB
7181,offended,22,0,0,offend,VBN
7182,offending,5,0,0,offend,VBG
7183,offensive,6,0,0,offens,JJ
7184,offer,63,0,0,offer,NN
7185,offered,27,0,0,offer,VBD
7186,offering,8,0,0,offer,VBG
7187,offers,7,0,0,offer,NNS
7188,office,16,0,0,offic,NN
7189,officer,9,0,0,offic,NN
7190,officers,32,0,0,offic,NN
7191,officersand,1,0,0,officersand,JJ
7192,offices,8,0,0,offic,NN
7193,officious,7,0,0,offici,JJ
7194,officiousness,1,0,0,offici,NN
7195,ofits,1,0,0,ofit,NNS
7196,ofof,1,0,0,ofof,JJ
7197,ofor,1,0,0,ofor,JJ
7198,often,195,0,0,often,RB
7199,oftener,8,0,0,often,JJR
7200,oftenest,2,0,0,oftenest,NN
7201,oftenexpressed,1,0,0,oftenexpress,JJ
7202,oh,242,0,0,oh,NN
7203,ohyou,1,0,0,ohyou,JJ
7204,ohyour,1,0,0,ohyour,JJ
7205,oiled,1,0,0,oil,JJ
7206,old,104,0,0,old,JJ
7207,older,9,0,0,older,JJR
7208,oldest,3,0,0,oldest,JJS
7209,oldfashioned,3,0,0,oldfashion,JJ
7210,olive,2,0,0,oliv,JJ
7211,olivebranch,1,0,0,olivebranch,NN
7212,oliver,1,0,0,oliv,NNP
7213,olivers,1,0,0,oliv,NNPS
7214,omen,2,0,0,omen,NN
7215,omissions,1,0,0,omiss,NN
7216,omit,1,0,0,omit,VB
7217,omitted,3,0,0,omit,VBN
7218,on,1869,0,1,on,IN
7219,onas,1,0,0,ona,JJ
7220,once,168,0,1,onc,RB
7221,one,864,0,0,one,CD
7222,oneandtwenty,1,0,0,oneandtwenti,JJ
7223,ones,36,0,0,one,JJ
7224,onesbut,1,0,0,onesbut,JJ
7225,oneself,1,0,0,oneself,VB
7226,oneyou,1,0,0,oney,JJ
7227,oni,1,0,0,oni,JJ
7228,only,796,0,1,onli,RB
7229,onlysome,1,0,0,onlysom,JJ
7230,open,74,0,0,open,JJ
7231,opened,39,0,0,open,VBD
7232,opening,36,0,0,open,VBG
7233,openings,2,0,0,open,NN
7234,openly,16,0,0,openli,RB
7235,openness,5,0,0,open,NN
7236,opens,1,0,0,open,VBZ
7237,operate,1,0,0,oper,VB
7238,operated,1,0,0,oper,VBN
7239,operating,1,0,0,oper,VBG
7240,operation,1,0,0,oper,NN
7241,operations,1,0,0,oper,NNS
7242,opinion,177,0,0,opinion,NN
7243,opinions,29,0,0,opinion,NNS
7244,opportunities,7,0,0,opportun,NNS
7245,opportunity,70,0,0,opportun,NN
7246,oppose,9,0,0,oppos,VB
7247,opposed,9,0,0,oppos,VBN
7248,opposing,3,0,0,oppos,VBG
7249,opposite,27,0,0,opposit,JJ
7250,opposition,18,0,0,opposit,NN
7251,oppress,3,0,0,oppress,VB
7252,oppressed,7,0,0,oppress,VBN
7253,oppressive,1,0,0,oppress,JJ
7254,oppressively,1,0,0,oppress,RB
7255,or,1121,0,1,or,CC
7256,oracle,1,0,0,oracl,NN
7257,orchard,2,0,0,orchard,NN
7258,orchestra,1,0,0,orchestra,NN
7259,ordained,4,0,0,ordain,IN
7260,order,26,0,0,order,NN
7261,ordered,14,0,0,order,VBN
7262,orderliness,2,0,0,orderli,NN
7263,orderly,2,0,0,orderli,JJ
7264,orders,32,0,0,order,NNS
